hscode,statcode,classifyCnnm,hsname,ciqname
5402111000,5402111000999,合成纤维纱线,聚间苯二甲酰间苯二胺纺制的高强力纱(非供零售用),聚间苯二甲酰间苯二胺纺制的高强力纱(非供零售用)
5402112000,5402112000999,合成纤维纱线,聚对苯二甲酰对苯二胺纺制的高强力纱(非供零售用),聚对苯二甲酰对苯二胺纺制的高强力纱(非供零售用)
5402119000,5402119000999,合成纤维纱线,其他芳香族聚酰胺纺制的高强力纱(非供零售用),其他芳香族聚酰胺纺制的高强力纱(非供零售用)
5402191000,5402191000999,合成纤维纱线,聚酰胺-6(尼龙-6)纺制高强力纱(非供零售用),聚酰胺-6(尼龙-6)纺制高强力纱(非供零售用)
5402192000,5402192000999,合成纤维纱线,"聚酰胺-6,6(尼龙6,6)纺制的高强力纱(非供零售用)",聚酰胺-6，6(尼龙6，6)纺制的高强力纱(非供零售用)
5402199000,5402199000999,合成纤维纱线,其他尼龙或其他聚酰胺制高强力纱(非供零售用),其他尼龙或其他聚酰胺制高强力纱(非供零售用)
5402200010,5402200010999,合成纤维纱线,非零售聚酯高强力纱(单丝/未捻或捻度<5转/米的复丝单纱),非零售聚酯高强力纱，不论是否经变形加工(单丝/未捻或捻度<5转/米的复丝单纱)
5402200020,5402200020999,合成纤维纱线,非零售聚酯高强力纱(捻度≥5转/米的复丝单纱),非零售聚酯高强力纱，不论是否经变形加工(捻度≥5转/米的复丝单纱)
5402200090,5402200090999,合成纤维纱线,非零售聚酯高强力多股纱,非零售聚酯高强力多股纱，不论是否经变形加工
5402311100,5402311100999,合成纤维纱线,"聚酰胺-6(尼龙-6)纺制弹力丝(非供零售用,指每根单纱细度不超过50特)",聚酰胺-6(尼龙-6)纺制弹力丝(非供零售用，指每根单纱细度不超过50特)
5402311200,5402311200999,合成纤维纱线,"聚酰胺-6,6纺制的弹力丝(非供零售用,尼龙-66,指每根单纱细度不超过50特)",聚酰胺-6，6纺制的弹力丝(非供零售用，尼龙-66，指每根单纱细度不超过50特)
5402311300,5402311300999,合成纤维纱线,"芳香族聚酰胺纺制弹力丝(非供零售用,指每根单纱细度不超过50特)",芳香族聚酰胺纺制弹力丝(非供零售用，指每根单纱细度不超过50特)
5402311900,5402311900999,合成纤维纱线,"其他尼龙或其他聚酰胺制弹力丝(指每根单纱细度不超过50特,非供零售用)",其他尼龙或其他聚酰胺制弹力丝(指每根单纱细度不超过50特，非供零售用)
5402319000,5402319000999,合成纤维纱线,"非零售其他细尼龙变形纱线(指每根单纱细度不超过50特,包括其他聚酰胺变形丝)",非零售其他细尼龙变形纱线(指每根单纱细度不超过50特，包括其他聚酰胺变形丝)
5402321100,5402321100999,合成纤维纱线,"聚酰胺-6(尼龙-6)纺制的弹力丝(指每根单纱细度超过50特,非供零售用)",聚酰胺-6(尼龙-6)纺制的弹力丝(指每根单纱细度超过50特，非供零售用)
5402321200,5402321200999,合成纤维纱线,"聚酰胺-6,6纺制的弹力丝(指每根单纱细度超过50特,尼龙-66,非供零售用)",聚酰胺-6，6纺制的弹力丝(指每根单纱细度超过50特，尼龙-66，非供零售用)
5402321300,5402321300999,合成纤维纱线,"芳香族聚酰胺纺制的弹力丝(指每根单纱细度超过50特,非供零售用)",芳香族聚酰胺纺制的弹力丝(指每根单纱细度超过50特，非供零售用)
5402321900,5402321900999,合成纤维纱线,"其他尼龙或其他聚酰胺制弹力丝(指每根单纱细度超过50特,非供零售用)",其他尼龙或其他聚酰胺制弹力丝(指每根单纱细度超过50特，非供零售用)
5402329000,5402329000999,合成纤维纱线,"非零售其他粗尼龙变形纱线(粗指每根单纱细度超过50特,包括其他聚酰胺变形丝)",非零售其他粗尼龙变形纱线(粗指每根单纱细度超过50特，包括其他聚酰胺变形丝)
5402331000,5402331000999,合成纤维纱线,非零售聚酯弹力丝,非零售聚酯弹力丝
5402339000,5402339000999,合成纤维纱线,非零售聚酯变形纱线,非零售聚酯变形纱线
5402340000,5402340000101,合成纤维纱线,聚丙烯长丝变形纱线(非供零售用),聚丙烯长丝变形纱线(非供零售用)(合成纤维纱线)
5402340000,5402340000102,绳、索、缆,聚丙烯长丝变形纱线(非供零售用),聚丙烯长丝变形纱线(非供零售用)(绳、索、缆)
5402390000,5402390000999,合成纤维纱线,其他合成纤维长丝变形纱线(非供零售用),其他合成纤维长丝变形纱线(非供零售用)
5402441000,5402441000101,合成纤维纱线,"氨纶弹性单纱(未加捻或捻度每米不超过50转,非供零售用)",氨纶弹性单纱(未加捻或捻度每米不超过50转，非供零售用)(合成纤维纱线)
5402441000,5402441000102,绳、索、缆,"氨纶弹性单纱(未加捻或捻度每米不超过50转,非供零售用)",氨纶弹性单纱(未加捻或捻度每米不超过50转，非供零售用)(绳、索、缆)
5402449000,5402449000999,合成纤维纱线,"其他合成纤维长丝弹性单纱(非供零售用,未加捻或捻度每米不超过50转)",其他合成纤维长丝弹性单纱(非供零售用，未加捻或捻度每米不超过50转)
5402451000,5402451000101,合成纤维纱线,"聚酰胺-6(尼龙-6)纺制的其他单纱(非供零售用,未加捻或捻度每米不超过50转)",聚酰胺-6(尼龙-6)纺制的其他单纱(非供零售用，未加捻或捻度每米不超过50转)(合成纤维纱线)
5402451000,5402451000102,绳、索、缆,"聚酰胺-6(尼龙-6)纺制的其他单纱(非供零售用,未加捻或捻度每米不超过50转)",聚酰胺-6(尼龙-6)纺制的其他单纱(非供零售用，未加捻或捻度每米不超过50转)(绳、索、缆)
5402452000,5402452000101,合成纤维纱线,"聚酰胺-6,6(尼龙-6,6)纺制的其他单纱(非供零售用,未加捻或捻度每米不超过50转)",聚酰胺-6，6(尼龙-6，6)纺制的其他单纱(非供零售用，未加捻或捻度每米不超过50转)(合成纤维纱线)
5402452000,5402452000102,绳、索、缆,"聚酰胺-6,6(尼龙-6,6)纺制的其他单纱(非供零售用,未加捻或捻度每米不超过50转)",聚酰胺-6，6(尼龙-6，6)纺制的其他单纱(非供零售用，未加捻或捻度每米不超过50转)(绳、索、缆)
5402453000,5402453000101,合成纤维纱线,"芳香族聚酰胺纺制的其他单纱(非供零售用,未加捻或捻度每米不超过50转)",芳香族聚酰胺纺制的其他单纱(非供零售用，未加捻或捻度每米不超过50转)(合成纤维纱线)
5402453000,5402453000102,绳、索、缆,"芳香族聚酰胺纺制的其他单纱(非供零售用,未加捻或捻度每米不超过50转)",芳香族聚酰胺纺制的其他单纱(非供零售用，未加捻或捻度每米不超过50转)(绳、索、缆)
5402459000,5402459000101,合成纤维纱线,"其他尼龙或其他聚酰胺单纱纺制的其他单纱(非供零售用,未加捻或捻度每米不超过50转)",其他尼龙或其他聚酰胺单纱纺制的其他单纱(非供零售用，未加捻或捻度每米不超过50转)(合成纤维纱线)
5402459000,5402459000102,绳、索、缆,"其他尼龙或其他聚酰胺单纱纺制的其他单纱(非供零售用,未加捻或捻度每米不超过50转)",其他尼龙或其他聚酰胺单纱纺制的其他单纱(非供零售用，未加捻或捻度每米不超过50转)(绳、索、缆)
5402460000,5402460000999,合成纤维纱线,"其他部分定向聚酯单纱(非供零售用,未加捻或捻度每米不超过50转)",其他部分定向聚酯单纱(非供零售用，未加捻或捻度每米不超过50转)
5402470000,5402470000999,合成纤维纱线,"其他聚酯单纱(非供零售用,未加捻或捻度每米不超过50转)",其他聚酯单纱(非供零售用，未加捻或捻度每米不超过50转)
5402480000,5402480000101,合成纤维纱线,"其他聚丙烯单纱(非供零售用,未加捻或捻度每米不超过50转)",其他聚丙烯单纱(非供零售用，未加捻或捻度每米不超过50转)(合成纤维纱线)
5402480000,5402480000102,绳、索、缆,"其他聚丙烯单纱(非供零售用,未加捻或捻度每米不超过50转)",其他聚丙烯单纱(非供零售用，未加捻或捻度每米不超过50转)(绳、索、缆)
5402491000,5402491000999,合成纤维纱线,"聚乙烯长丝纱线（单纱）(断裂强度≥22cN/dtex，且初始模量≥750cN/dtex，非供零售用,未加捻或捻度每米不超过50转，缝纫线除外)",聚乙烯长丝纱线(单纱)(断裂强度≥22cN/dtex，且初始模量≥750cN/dtex，非供零售用，未加捻或捻度每米不超过50转，缝纫线除外)
5402499001,5402499001999,合成纤维纱线,"非弹性氨纶单纱(非供零售用,未加捻或捻度每米不超过50转，缝纫线除外)",非弹性氨纶单纱(非供零售用，未加捻或捻度每米不超过50转，缝纫线除外)
5402499090,5402499090999,合成纤维纱线,"其他合成纤维长丝单纱(非供零售用,未加捻或捻度每米不超过50转，缝纫线除外)",其他合成纤维长丝单纱(非供零售用，未加捻或捻度每米不超过50转，缝纫线除外)
5402511000,5402511000999,合成纤维纱线,"聚酰胺-6(尼龙-6)纺制的单纱(指捻度每米超过50转,非供零售用)",聚酰胺-6(尼龙-6)纺制的单纱(指捻度每米超过50转，非供零售用)
5402512000,5402512000999,合成纤维纱线,"聚酰胺-6,6纺制的单纱(指捻度每米超过50转,尼龙-66,非供零售用)",聚酰胺-6，6纺制的单纱(指捻度每米超过50转，尼龙-66，非供零售用)
5402513000,5402513000999,合成纤维纱线,"芳香族聚酰胺纺制的单纱(指捻度每米超过50转,非供零售用)",芳香族聚酰胺纺制的单纱(指捻度每米超过50转，非供零售用)
5402519000,5402519000999,合成纤维纱线,"其他尼龙或其他聚酰胺单纱(指捻度每米超过50转,非供零售用)",其他尼龙或其他聚酰胺单纱(指捻度每米超过50转，非供零售用)
5402520000,5402520000999,合成纤维纱线,非零售加捻的其他聚酯纱线(加捻指捻度每米超过50转),非零售加捻的其他聚酯纱线(加捻指捻度每米超过50转)
5402530000,5402530000999,合成纤维纱线,"聚丙烯纱线(捻度每米超过50转,非供零售用)",聚丙烯纱线(捻度每米超过50转，非供零售用)
5402592000,5402592000999,合成纤维纱线,聚乙烯长丝纱线（单纱）(断裂强度≥22cN/dtex，且初始模量≥750cN/dtex，非供零售用，捻度每米超过50转，缝纫线除外),聚乙烯长丝纱线(单纱)(断裂强度≥22cN/dtex，且初始模量≥750cN/dtex，非供零售用，捻度每米超过50转，缝纫线除外)
5402599000,5402599000999,合成纤维纱线,"其他合成纤维长丝纱线(捻度每米超过50转,非供零售用)",其他合成纤维长丝纱线(捻度每米超过50转，非供零售用)
5402611000,5402611000101,合成纤维纱线,"聚酰胺-6(尼龙-6)纺制的纱线(包括多股纱线或缆线,非供零售用)",聚酰胺-6(尼龙-6)纺制的纱线(包括多股纱线或缆线，非供零售用)(合成纤维纱线)
5402611000,5402611000102,绳、索、缆,"聚酰胺-6(尼龙-6)纺制的纱线(包括多股纱线或缆线,非供零售用)",聚酰胺-6(尼龙-6)纺制的纱线(包括多股纱线或缆线，非供零售用)(绳、索、缆)
5402612000,5402612000101,合成纤维纱线,"聚酰胺-6,6纺制的纱线(包括多股纱线或缆线,尼龙-66,非供零售用)",聚酰胺-6，6纺制的纱线(包括多股纱线或缆线，尼龙-66，非供零售用)(合成纤维纱线)
5402612000,5402612000102,绳、索、缆,"聚酰胺-6,6纺制的纱线(包括多股纱线或缆线,尼龙-66,非供零售用)",聚酰胺-6，6纺制的纱线(包括多股纱线或缆线，尼龙-66，非供零售用)(绳、索、缆)
5402613000,5402613000101,合成纤维纱线,"芳香族聚酰胺纺制的纱线(包括多股纱线或缆线,非供零售用)",芳香族聚酰胺纺制的纱线(包括多股纱线或缆线，非供零售用)(合成纤维纱线)
5402613000,5402613000102,绳、索、缆,"芳香族聚酰胺纺制的纱线(包括多股纱线或缆线,非供零售用)",芳香族聚酰胺纺制的纱线(包括多股纱线或缆线，非供零售用)(绳、索、缆)
5402619000,5402619000101,合成纤维纱线,"其他尼龙或其他聚酰胺纺制纱线(包括多股纱线或缆线,非供零售用)",其他尼龙或其他聚酰胺纺制纱线(包括多股纱线或缆线，非供零售用)(合成纤维纱线)
5402619000,5402619000102,绳、索、缆,"其他尼龙或其他聚酰胺纺制纱线(包括多股纱线或缆线,非供零售用)",其他尼龙或其他聚酰胺纺制纱线(包括多股纱线或缆线，非供零售用)(绳、索、缆)
5402620000,5402620000101,合成纤维纱线,非零售聚酯多股纱线(包括缆线),非零售聚酯多股纱线(包括缆线)(合成纤维纱线)
5402620000,5402620000102,绳、索、缆,非零售聚酯多股纱线(包括缆线),非零售聚酯多股纱线(包括缆线)(绳、索、缆)
5402630000,5402630000999,合成纤维纱线,"聚丙烯纱线(包括多股纱线或缆线,非供零售用)",聚丙烯纱线(包括多股纱线或缆线，非供零售用)
5402692000,5402692000101,合成纤维纱线,"氨纶纱线(包括多股纱线或缆线,非供零售用)",氨纶纱线(包括多股纱线或缆线，非供零售用)(合成纤维纱线)
5402692000,5402692000102,绳、索、缆,"氨纶纱线(包括多股纱线或缆线,非供零售用)",氨纶纱线(包括多股纱线或缆线，非供零售用)(绳、索、缆)
5402699000,5402699000101,合成纤维纱线,其他合纤长丝多股纱线或缆线(非供零售用),其他合纤长丝多股纱线或缆线(非供零售用)(合成纤维纱线)
5402699000,5402699000102,绳、索、缆,其他合纤长丝多股纱线或缆线(非供零售用),其他合纤长丝多股纱线或缆线(非供零售用)(绳、索、缆)
5403100000,5403100000999,人造纤维纱线,非零售粘胶纤维高强力纱,非零售粘胶纤维高强力纱
5403311000,5403311000999,人造纤维纱线,"非零售竹制粘胶纤维单纱(未捻或捻度每米不超过120转的单纱,包括变形纱线)",非零售竹制粘胶纤维单纱(未捻或捻度每米不超过120转的单纱，包括变形纱线)
